,dataset,method,k1,k2,ObjVal_Train,ObjVal_Test,Time_Elapsed,N_Iter
25,0,benders_CCA_with,3,3,0.8486975105751691,0.839066211442462,1099.4081165790558,943
26,0,benders_CCA_with,3,3,0.8766051238687933,0.8112470957420572,1000.76061296463,1303
27,0,benders_CCA_with,3,3,0.8646872026928738,0.8551504296054389,1019.3462133407592,1345
28,0,benders_CCA_with,3,3,0.8628367519830138,0.8043679076106549,1041.4780013561249,747
29,0,kernelsearch_CCA_without,3,3,0.8487874835321996,0.8903929414090235,961.4419629573822,-1
30,0,kernelsearch_CCA_without,3,3,0.85423614254974,0.8818303650431871,793.8735041618347,-1
31,0,kernelsearch_CCA_without,3,3,0.8702918194362088,0.7710739602218287,879.9115369319916,-1
32,0,kernelsearch_CCA_without,3,3,0.8647501755965294,0.8554145011499201,642.7674610614777,-1
33,0,kernelsearch_CCA_without,3,3,0.8543683847033509,0.8448368686321955,643.5005292892456,-1
34,0,kernelsearch_CCA_with,3,3,0.8487874835321996,0.8903929414090235,961.9802463054656,-1
35,0,kernelsearch_CCA_with,3,3,0.85423614254974,0.8818303650431871,794.7268476486206,-1
36,0,kernelsearch_CCA_with,3,3,0.8702918194362088,0.7710739602218287,879.4306542873383,-1
37,0,kernelsearch_CCA_with,3,3,0.8647501755965294,0.8554145011499201,643.1055073738098,-1
38,0,kernelsearch_CCA_with,3,3,0.8543683847033509,0.8448368686321955,642.3401348590851,-1
39,0,combined_CCA,3,3,0.8487874835321996,0.8903929414090235,112.78397178649902,-1
